,opinion,rates
157,"Todo lo que te ofrecen es una delicia, es el lugar perfecto para degustar la variedad peruana, desde lo más conocido como el lomo salteado como todo lo que nunca habíamos probado, los postres, las bebidas, que tal el jugo de chirimoya, una delicia. Es... ;""Más",50
158,"Bien atendidos, los platos son grandes comimos 3 entradas y fue suficiente.
La vista espectacular.
La comida bien presentada y las combinaciones de sabores perfectos.
La variedad de postres impresionante .",40
159,"Como todos los lugares de Gastón Acurio, no fallan. Buen servicio y buena comida, aunque no se destaca.",40
160,"Hace años 8 más o menos estuve en Lima y Tanta era una visita obligada, el Lomo saltado sigue siendo espectacular, sin embargo en esta ocasión el Tacú Tacú y el Ceviche dejaron mucho que desear, me parece que se están confiando, que los turistas... ;""Más",30
161,"Buena opción de comida, ahora cuentan con opciones de platos sin gluten. Postres ricos, buen servicio",40
162,"Lindo lugar el nuevo Tanta en Miraflores. Muy acogedor y como siempre rica la comida. Relación precio valor muy bueno.",40
163,"La calidad es muy buena y eso es sabido. El servicio es lento pero cordial. Las vistas, desde algunos puntos es buena. Algo ruidoso. Irreprochable la calidad de la carta de vinos argentinos. Seleccionados por un experto. Raro, fuera de Argentina.",40
164,"Es un excelente restaurante, la vista es hermosa. Los platos son deliciosos y el servicio es muy bueno. Me gustó mucho las papas a la huancaina, son exquisitas.",50
165,"hola hoy 8/2/18 volviendo de tour elegimos este restaurante que tiene una vista unica del mar y su comida riquísimo y buena atencion precios 4 personas 70 dolar ok",40
166,"Buena atención, platos variados y bien preparados, muy agradables. Creo que su plato estrella es el lomo saltado y el infaltable pastel de choclo",40
167,"Fuimos al Tanta ubicado cerca del bosque del Olivar. Lindo lugar, excelente atención y exquisita comida. Menú variado, platos muy bien decorados y abundantes. Excelente relación precio/calidad. Lo recomiendo!",50
168,"Es una cadena de restaurantes accesible en los precios con comida mas de autor. Platos como unas minicausas peruanas, tiraditos de salmón, o sushi de cangrejo para mi son su especialidad. Lo recomiendo mucho.",40
169,"Rico, sabroso, en el casco histórico. Ceviche, ravioles de alcauciles, tapas, jugos, bebidas, buen ambiente y precio",50
170,"Como siempre su calides en la  atencion y calidad en sus comidas se pone de manifiesto en su Local de la Calle Balboa en Miraflores",40
171,"Me gusto aunque le falta mas variedad de platos .
El servicio es bueno y la comida es rica.
Lugar ordenado , limpio y agradable para disfrutar .",30
172,"Un lugar que me sorprendió gratamente. Agradable su arquitectura, con un estilo moderno y cómodo. 
Servicio atento, con buena actitud hacia el cliente.
La comida muy agradable, los refrescos diferentes y refrescantes.
La música suave sin ser invasiva. Un ambiente que te permite conversar tranquilamente.",40
173,"Larcomar es ya de por si un lugar exquisito,especialmente por su emplazamiento y vista del mar. Pero Tanta...hace honor a ese lugar. Todo es tan esmerado y exquisito que tu dificultad será qué elegir.La variedad en jugos naturales es diferente a la habitual  y sus... ;""Más",50
174,"Llegamos con hambre tras el vuelo de Mexico y me he comido la mejor ensalada de Quinoa de toda mi vida!",50
175,"Fuimos al Tanta del Jockey Plaza, queríamos almorzar entre las compras y nos decidimos de repetir acá porque en viajes anteriores y en otros países hemos disfrutado su comida.
Como siempre no decepciona, siempre la calidad de su comida se mantiene, sin ser gourmet es... ;""Más",40
176,"El lugar tiene una excelente ubicación y las mesas frente al mar son privilegiadas por su vista la comida  es excelente  los meseros son muy amables. Debes ir con tiempo ya que tiene mucha demanda.",50
177,"He visitado este lugar en perú y en chile, precios altos, para la cantidad de comida, buena atención",30
178,"Cada vez que vinimos al Perú fuimos al tanta de larcomar para deleitarnos de su comida 
Esta vez fue una decepción total 
- esperamos mucho
- sabores indefinidos plástico , cartón ? Realidad , que decepción para una cadena de Gastón acurio . Su nombre... ;""Más",10
179,"Muy buen restaurant, me decidí por el Lomo Saltado y estaba muy bueno, la atención muy buena y personal con buena disposición, pero en los postres deja mucho que desear, sobre todo siendo éste un restaurant con precios por sobre la media.",40
180,"Es un restaurante hermoso, con una vista extraordinaria, la atención muy buena y la comida excelente, gran variedad de platos a un precio acorde a su calidad. Felicitaciones, totalmente recomendable.",50
181,"El local de la av. 28 de julio cerró y abrieron a una cuadra en Vasco Nuñez de Balboa. Excelente atención, excelente comida, excelente local y muy buenos precios. Hemos ido en varias oportunidades y siempre salimos contentos. Los platos son muy bien servidos. Mi... ;""Más",50
182,"Agradable con un buen menú atención buena y rápida en general como toda cocina peruana muy enriquecedor para el paladar y el buen gustó",50
183,"Este restaurante está situado en. El centro comercial Larcomar,en Miraflores, en un paraje increíble, dentro de un acantilado. 

Las vistas son impresionantes. 

La comida bien en general aunque algo lentos en el servicio. No es barato",40
184,"En un lugar agradable, Centro Comercial Larco Mar, en Miraflores, Encontrará un restaurante de variada comida peruana a precios razonables",30
185,"La comida buena, nada que se salga del libreto pero había para elegir bastante. El trato como siempre en Perú, sumamente amable y lo mejor de todo fue que se está comiendo literalmente flotando sobre el océano!. No es guauuu que comida espectacular!! es un... ;""Más",40
186,"Si bien es cierto, no es un gran restaurante, me llamó la atención de la comida que pedí y resultó ser muy agradable y sana, previo a éso un buen pisco sour, bien helado y suave aroma, muy bueno. La atención está bien y los... ;""Más",40
187,"Una carta aburrida, como si estuvieras comiendo la comida de todos los dias de tu casa.
El Asado de la Abuela era igual que un menú de S/12 en un restaurante cualquiera. Los dos pedazos de carne tenían menos de un centímetro de grosor
Los... ;""Más",20
188,"La amabilidad de su personal,el trato,la comida y ese surtido de postres frente al pacifico hacen del lugar un sitio insólito encontrándose dentro de un centro comercial ....",50
189,"El nuevo Tanta de Miraflores, en la Avenida Vasco Núñez de Balboa, ha superado con creces al que estuvo antes a solo 100 metros.
Con 3 ambientes diferentes y espacio para otro adicional con Terraza, a su servicio esmerado suma el brindar una variedad de... ;""Más",50
190,"Fui con mi familia por un cumpleaños, la atención muy buena con perfecta vista, ni hablar de la comida, muy recomendable.",40
191,"He asistido al Tanta casi desde sus inicios; vivo cerca al Tanta de Chacarilla y la verdad; no hay variedad de platos inclusive para hacer un restaurante que debiese tener mucha variedad por el concesionario no existe gran variedad de postres la comida muy desabrida... ;""Más",20
192,"Simplemente espectacular, estuve ahí y al principio no me animaba mucho a probar los anticuchos pero mi novio insistió tanto que los pedimos y la verdad espectacular, les recomiendo mucho también el asado de la abuela.",50
193,"El restaurante está ubicado dentro del complejo Larcomar en la zona de comida del mismo.
Tanto cuenta con gran cantidad de mesas tanto dentro como fuera del local.
Debido a cantidad de gente que había el día que fui comí en las mesas de afuera,... ;""Más",40
194,"En mi última comida en Lima fui al Tanta Me lo recomendó un maitre de Chicha (Cusco ) y me encantó comer encima de un mar agitado 
Ceviche muy bueno Hamburguésa de calidad pero algo fría y un buen atún sobre fondo de quinua La... ;""Más",40
195,"Primera experiencia culinaria en Lima. 
La atencion de todo el persona fue fantastica ... calidad de alimentos excelente. Buen ambiente en el Centro Comercial",50
196,"El Tanta se caracteriza por tener proveedores sin intermediarios y 100% naturales en sus preparaciones. busca desarrollar nuestro potencial rico en nuestra diversidad agrícola.
Encontrarás platos preparados como antaño
Es un bonito sitio para disfrutar",50
197,"Amo este restaurante! Cada vez que voy a Lima no puedo perdérmelo!! Esta en mi lista de lugares favoritos.",50
198,"La calidad de siempre en un local  nuevo, muy bien ambientado y amplio.
La comida excelente y muy buena atención. Sugiero escuchar la recomendación de los camareros, muy recomendables los chocolates artesanales de diversas procedencias. Son extraordinarios.
Tienen opciones de pastas gluten free muy buenas.",50
199,"Excelente opción para probar la comida peruana. Nos encantó todo lo que pedimos: la causa, la leche de tigre, el lomo y la chicha morada como bebida. Además se disfruta de vistas al mar. Precios normales.",50
200,"Las causas de varios sabores espectaculares para entrar en materia de la deliciosa comida Peruana, el ceviche fresco y de un sabor inigualable. Uno de los mejores restaurantes que visite en el Peru",50
201,"Muy buena variedad de platos y postres, buen sabor y buena atención. El local es limpio y acogedor. Los precios no son muy baratos pero la calidad lo justifica.",40
202,"Esta vez fui al llegar a Lima , al nuevo Tanta remodelado en Balboa casi llegar a 28 de Julio.
Restaurante muy bien decorado, lindo, lleno de gente a las 14:00, el servicio el de siempre NO falla al igual que su comida. 
Parqueado en... ;""Más",50
203,"El servicio muy bueno, el personal es atento y cordial, tienen una variedad de platos criollos que son excelentes, los insumos que usan son de buena calidad y la comida muy deliciosa",50
204,"Una de las tantas marcas de Gastón Acurio en Lima, Tanta ofrece excelentes opciones de comida local a precios razonables, en un ambiente súper agradable y con una excelente atención. Nunca defrauda.",40
205,"Fuimos a comer ahí 8 personas y pedimos platillos al centro como empanadas de ají de gallina, ceviche peruano, lomo salteado, etc. La opinión de todos los comensales fue muy positiva, la comida muy buena. Después de esta comia fuimos a muchos restaurantes de buen... ;""Más",50
206,"Comida muy rica a precios moderados, es un ambiente relajado donde se puede escuchar la brisa del oceano. Es uno de mis restaurantes favoritos en Miraflores",50
207,"Restaurante muy recomendable. Con varias sucursales. Comida de excelente calidad, exquisita. Carta muy variada. Atención espectacular. De los mejores restaurantes en Lima. Me fascinó el Lomo Salteado de la casa. Entradas y postres exquisitos. Cómodo. Siempre con disponibilidad. Presentación de los platos de calidad. Precios... ;""Más",50
208,"Disfruta de una gran carta de comida peruana para disfrutar. Un precio muy ajustado a la calidad del servicio ofrecido.",50
209,"Los platos, el ambiente, la atencion todo muy buenooo, una opcion buenisima en Lima para degustar la comida peruana.",50
210,"Visitar Tanta es encontrarse con muy buena comida. Combinaciones deliciosas para grandes y chicos. No dejen de probar sus tapas, muy buenas.",50
211,"Los chilenos conocemos el restaurant Tanta De Santiago y por ese motivo tal vez no nos motive conocer el de Lima. Sin embargo, este es mucho mas rico. El pisco sour insuperable, los piqueos muy sabrosos y hasta una simple sopa de zapallo fue muy... ;""Más",50
212,"Decepción.Fui con amigos y terrible atención. Platos de sabores industriales alejados de la gastronomía típica peruana. Todo pasado de sal. Nada especial. No volvería",20
